Folder,File,Number of test cases,Number of inputs (with resets),Number of inputs (no resets),Length of less test case,Length of largest test case,Average length,Standard deviation,Variance
8-4-4,33,1,53,52,52.0,52.0,52.0,0.0,0.0
8-4-4,34,1,345,344,344.0,344.0,344.0,0.0,0.0
8-4-4,35,1,45,44,44.0,44.0,44.0,0.0,0.0
8-4-4,36,1,336,335,335.0,335.0,335.0,0.0,0.0
8-4-4,37,1,440,439,439.0,439.0,439.0,0.0,0.0
8-4-4,38,1,338,337,337.0,337.0,337.0,0.0,0.0
8-4-4,39,1,334,333,333.0,333.0,333.0,0.0,0.0
8-4-4,4,1,55,54,54.0,54.0,54.0,0.0,0.0
8-4-4,40,1,234,233,233.0,233.0,233.0,0.0,0.0
8-4-4,41,1,249,248,248.0,248.0,248.0,0.0,0.0
8-4-4,42,1,534,533,533.0,533.0,533.0,0.0,0.0
8-4-4,43,1,334,333,333.0,333.0,333.0,0.0,0.0
8-4-4,44,1,52,51,51.0,51.0,51.0,0.0,0.0
8-4-4,45,1,46,45,45.0,45.0,45.0,0.0,0.0
8-4-4,46,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,47,1,436,435,435.0,435.0,435.0,0.0,0.0
8-4-4,48,1,340,339,339.0,339.0,339.0,0.0,0.0
8-4-4,49,1,50,49,49.0,49.0,49.0,0.0,0.0
8-4-4,5,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,50,1,47,46,46.0,46.0,46.0,0.0,0.0
8-4-4,51,1,437,436,436.0,436.0,436.0,0.0,0.0
8-4-4,52,1,338,337,337.0,337.0,337.0,0.0,0.0
8-4-4,53,1,55,54,54.0,54.0,54.0,0.0,0.0
8-4-4,54,1,339,338,338.0,338.0,338.0,0.0,0.0
8-4-4,55,1,242,241,241.0,241.0,241.0,0.0,0.0
8-4-4,56,1,241,240,240.0,240.0,240.0,0.0,0.0
8-4-4,57,1,444,443,443.0,443.0,443.0,0.0,0.0
8-4-4,58,1,56,55,55.0,55.0,55.0,0.0,0.0
8-4-4,6,1,340,339,339.0,339.0,339.0,0.0,0.0
8-4-4,60,1,637,636,636.0,636.0,636.0,0.0,0.0
8-4-4,61,1,247,246,246.0,246.0,246.0,0.0,0.0
8-4-4,62,1,252,251,251.0,251.0,251.0,0.0,0.0
8-4-4,63,1,440,439,439.0,439.0,439.0,0.0,0.0
8-4-4,64,1,55,54,54.0,54.0,54.0,0.0,0.0
8-4-4,65,1,41,40,40.0,40.0,40.0,0.0,0.0
8-4-4,66,1,435,434,434.0,434.0,434.0,0.0,0.0
8-4-4,67,1,52,51,51.0,51.0,51.0,0.0,0.0
8-4-4,68,1,44,43,43.0,43.0,43.0,0.0,0.0
8-4-4,69,1,240,239,239.0,239.0,239.0,0.0,0.0
8-4-4,7,1,334,333,333.0,333.0,333.0,0.0,0.0
8-4-4,70,1,436,435,435.0,435.0,435.0,0.0,0.0
8-4-4,71,1,536,535,535.0,535.0,535.0,0.0,0.0
8-4-4,72,1,40,39,39.0,39.0,39.0,0.0,0.0
8-4-4,73,1,37,36,36.0,36.0,36.0,0.0,0.0
8-4-4,74,1,533,532,532.0,532.0,532.0,0.0,0.0
8-4-4,75,1,54,53,53.0,53.0,53.0,0.0,0.0
8-4-4,76,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,77,1,535,534,534.0,534.0,534.0,0.0,0.0
8-4-4,78,1,43,42,42.0,42.0,42.0,0.0,0.0
8-4-4,8,1,239,238,238.0,238.0,238.0,0.0,0.0
8-4-4,80,1,437,436,436.0,436.0,436.0,0.0,0.0
8-4-4,81,1,338,337,337.0,337.0,337.0,0.0,0.0
8-4-4,82,1,339,338,338.0,338.0,338.0,0.0,0.0
8-4-4,83,1,240,239,239.0,239.0,239.0,0.0,0.0
8-4-4,84,1,46,45,45.0,45.0,45.0,0.0,0.0
8-4-4,85,1,342,341,341.0,341.0,341.0,0.0,0.0
8-4-4,86,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,87,1,338,337,337.0,337.0,337.0,0.0,0.0
8-4-4,88,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,89,1,241,240,240.0,240.0,240.0,0.0,0.0
8-4-4,90,1,48,47,47.0,47.0,47.0,0.0,0.0
8-4-4,91,1,238,237,237.0,237.0,237.0,0.0,0.0
8-4-4,92,1,38,37,37.0,37.0,37.0,0.0,0.0
8-4-4,93,1,339,338,338.0,338.0,338.0,0.0,0.0
8-4-4,94,1,44,43,43.0,43.0,43.0,0.0,0.0
8-4-4,95,1,237,236,236.0,236.0,236.0,0.0,0.0
8-4-4,96,1,37,36,36.0,36.0,36.0,0.0,0.0
8-4-4,97,1,50,49,49.0,49.0,49.0,0.0,0.0
8-4-4,98,1,240,239,239.0,239.0,239.0,0.0,0.0
8-4-4,99,1,339,338,338.0,338.0,338.0,0.0,0.0
